provincia,año,total,total_dif,asalariados_0,asalariados_0_dif,asalariados_1_2,asalariados_1_2_dif,asalariados_3_5,asalariados_3_5_dif,asalariados_6_9,asalariados_6_9_dif,asalariados_10_19,asalariados_10_19_dif,asalariados_20_49,asalariados_20_49_dif,asalariados_50_99,asalariados_50_99_dif,asalariados_100_199,asalariados_100_199_dif,asalariados_200_499,asalariados_200_499_dif,asalariados_500_999,asalariados_500_999_dif,asalariados_1000_4999,asalariados_1000_4999_dif,asalariados_5000,asalariados_5000_dif
"La Rioja",2004,21049,955,10657,348,5816,358,2229,140,952,35,768,55,471,7,101,3,42,10,12,-1,1,0,0,0,0,0
"La Rioja",2003,20094,595,10309,158,5458,259,2089,134,917,-7,713,42,464,2,98,8,32,-1,13,1,1,-1,0,0,0,0
"La Rioja",2002,19499,514,10151,61,5199,223,1955,77,924,107,671,16,462,31,90,-5,33,2,12,2,2,0,0,0,0,0
"La Rioja",2001,18985,269,10090,-121,4976,170,1878,92,817,99,655,31,431,-10,95,5,31,2,10,2,2,-1,0,0,0,0
"La Rioja",2000,18716,318,10211,10,4806,131,1786,102,718,-10,624,44,441,27,90,15,29,-3,8,1,3,1,0,0,0,0
"La Rioja",1999,18398,NULL,10201,NULL,4675,NULL,1684,NULL,728,NULL,580,NULL,414,NULL,75,NULL,32,NULL,7,NULL,2,NULL,0,NULL,0,NULL
Salamanca,2012,22626,-384,12396,-252,6181,196,2200,-195,968,-64,542,-33,240,-30,63,-8,23,4,10,-1,1,0,2,-1,0,0
Salamanca,2011,23010,-366,12648,151,5985,-438,2395,5,1032,-34,575,-23,270,-20,71,-2,19,-4,11,-1,1,0,3,0,0,0
Salamanca,2010,23376,-105,12497,299,6423,-213,2390,-15,1066,-30,598,-72,290,-58,73,-10,23,-3,12,-1,1,-2,3,0,0,0
Salamanca,2009,23481,-388,12198,-37,6636,-100,2405,-118,1096,-51,670,-46,348,-35,83,-5,26,2,13,1,3,2,3,-1,0,0
Salamanca,2008,23869,275,12235,16,6736,126,2523,49,1147,50,716,5,383,30,88,2,24,2,12,-5,1,0,4,0,0,0
Salamanca,2007,23594,735,12219,260,6610,276,2474,111,1097,1,711,61,353,14,86,10,22,-3,17,5,1,0,4,0,0,0
Salamanca,2006,22859,578,11959,221,6334,239,2363,44,1096,29,650,37,339,2,76,1,25,6,12,0,1,-1,4,0,0,0
Salamanca,2005,22281,864,11738,571,6095,119,2319,103,1067,25,613,13,337,23,75,3,19,3,12,4,2,0,4,0,0,0
Salamanca,2004,21417,218,11167,-178,5976,281,2216,24,1042,52,600,26,314,15,72,-4,16,1,8,1,2,0,4,0,0,0
Salamanca,2003,21199,661,11345,258,5695,207,2192,140,990,52,574,-15,299,2,76,16,15,-1,7,0,2,1,4,1,0,0
Salamanca,2002,20538,-638,11087,-735,5488,-44,2052,36,938,36,589,28,297,32,60,7,16,1,7,1,1,0,3,0,0,0
Salamanca,2001,21176,-624,11822,-783,5532,38,2016,49,902,108,561,-11,265,-30,53,4,15,-1,6,2,1,0,3,0,0,0
Salamanca,2000,21800,1231,12605,688,5494,262,1967,158,794,48,572,53,295,24,49,-3,16,2,4,-1,1,0,3,0,0,0
Salamanca,1999,20569,NULL,11917,NULL,5232,NULL,1809,NULL,746,NULL,519,NULL,271,NULL,52,NULL,14,NULL,5,NULL,1,NULL,3,NULL,0,NULL
"Santa Cruz de Tenerife",2012,63211,-489,33913,-386,17501,352,6197,-315,2882,-40,1497,-35,789,-47,232,-8,129,-9,61,-1,7,1,3,-1,0,0
"Santa Cruz de Tenerife",2011,63700,-1365,34299,198,17149,-1187,6512,-50,2922,-155,1532,-62,836,-78,240,-21,138,-20,62,10,6,-1,4,1,0,0
"Santa Cruz de Tenerife",2010,65065,-1425,34101,295,18336,-524,6562,-381,3077,-232,1594,-329,914,-189,261,-25,158,-34,52,0,7,-3,3,-3,0,0
"Santa Cruz de Tenerife",2009,66490,-1745,33806,41,18860,-717,6943,-384,3309,-214,1923,-222,1103,-158,286,-48,192,1,52,-39,10,-6,6,1,0,0
"Santa Cruz de Tenerife",2008,68235,1512,33765,1245,19577,188,7327,47,3523,6,2145,21,1261,-7,334,11,191,-8,91,11,16,-3,5,1,0,0
"Santa Cruz de Tenerife",2007,66723,3086,32520,1821,19389,880,7280,139,3517,101,2124,71,1268,39,323,19,199,20,80,-7,19,4,4,-1,0,0
"Santa Cruz de Tenerife",2006,63637,2660,30699,1266,18509,590,7141,349,3416,275,2053,62,1229,97,304,-2,179,17,87,3,15,2,5,1,0,0
"Santa Cruz de Tenerife",2005,60977,3686,29433,2871,17919,659,6792,70,3141,-52,1991,78,1132,30,306,30,162,-3,84,3,13,1,4,-1,0,0
"Santa Cruz de Tenerife",2004,57291,890,26562,-428,17260,782,6722,312,3193,107,1913,53,1102,60,276,2,165,5,81,-7,12,4,5,0,0,0
"Santa Cruz de Tenerife",2003,56401,2411,26990,851,16478,959,6410,354,3086,107,1860,67,1042,34,274,9,160,20,88,10,8,-2,5,2,0,0
"Santa Cruz de Tenerife",2002,53990,2182,26139,592,15519,1046,6056,308,2979,79,1793,47,1008,75,265,14,140,5,78,12,10,4,3,0,0,0
"Santa Cruz de Tenerife",2001,51808,1433,25547,125,14473,582,5748,305,2900,544,1746,-52,933,-88,251,7,135,7,66,3,6,-1,3,1,0,0
"Santa Cruz de Tenerife",2000,50375,2553,25422,1153,13891,607,5443,327,2356,137,1798,178,1021,115,244,7,128,22,63,7,7,-1,2,1,0,0
"Santa Cruz de Tenerife",1999,47822,NULL,24269,NULL,13284,NULL,5116,NULL,2219,NULL,1620,NULL,906,NULL,237,NULL,106,NULL,56,NULL,8,NULL,1,NULL,0,NULL
Segovia,2012,11218,-174,6189,-94,3060,86,1093,-88,439,-67,249,-11,139,5,33,-6,9,2,5,0,1,-1,1,0,0,0
Segovia,2011,11392,-205,6283,80,2974,-244,1181,-16,506,6,260,-20,134,-15,39,4,7,0,5,0,2,0,1,0,0,0
Segovia,2010,11597,-100,6203,79,3218,-40,1197,-61,500,-4,280,-58,149,-10,35,0,7,-6,5,0,2,0,1,0,0,0
Segovia,2009,11697,-209,6124,3,3258,-157,1258,16,504,-43,338,-24,159,-5,35,0,13,3,5,-1,2,0,1,-1,0,0
Segovia,2008,11906,277,6121,107,3415,65,1242,37,547,41,362,25,164,5,35,-6,10,0,6,2,2,0,2,1,0,0
Segovia,2007,11629,597,6014,226,3350,245,1205,84,506,0,337,23,159,12,41,6,10,1,4,0,2,0,1,0,0,0
Segovia,2006,11032,452,5788,154,3105,154,1121,80,506,57,314,8,147,-5,35,5,9,-1,4,0,2,1,1,-1,0,0
Segovia,2005,10580,209,5634,9,2951,167,1041,31,449,-27,306,30,152,-5,30,2,10,2,4,-1,1,0,2,1,0,0
Segovia,2004,10371,411,5625,178,2784,164,1010,33,476,26,276,-14,157,21,28,4,8,-2,5,1,1,0,1,0,0,0
Segovia,2003,9960,262,5447,0,2620,156,977,79,450,-7,290,34,136,3,24,-4,10,0,4,-1,1,1,1,1,0,0
Segovia,2002,9698,-56,5447,-170,2464,47,898,17,457,37,256,13,133,-3,28,2,10,1,5,0,0,0,0,0,0,0
Segovia,2001,9754,-21,5617,-154,2417,39,881,59,420,49,243,-16,136,1,26,3,9,-1,5,-1,0,0,0,0,0,0
Segovia,2000,9775,203,5771,15,2378,83,822,55,371,12,259,30,135,6,23,-1,10,2,6,1,0,0,0,0,0,0
Segovia,1999,9572,NULL,5756,NULL,2295,NULL,767,NULL,359,NULL,229,NULL,129,NULL,24,NULL,8,NULL,5,NULL,0,NULL,0,NULL,0,NULL
Sevilla,2012,113049,-2055,62138,-1325,30380,688,10674,-763,4831,-308,2755,-187,1509,-127,397,-18,230,-22,86,7,28,1,20,0,1,-1
Sevilla,2011,115104,-979,63463,1060,29692,-1257,11437,-316,5139,-82,2942,-190,1636,-140,415,-39,252,-9,79,-9,27,3,20,-1,2,1
Sevilla,2010,116083,-1974,62403,193,30949,-479,11753,-461,5221,-383,3132,-544,1776,-218,454,-60,261,-10,88,-14,24,-2,21,6,1,-2
Sevilla,2009,118057,-1283,62210,970,31428,-695,12214,-332,5604,-372,3676,-385,1994,-320,514,-60,271,-21,102,-66,26,-5,15,2,3,1
Sevilla,2008,119340,3849,61240,1362,32123,1606,12546,523,5976,113,4061,122,2314,78,574,-12,292,18,168,36,31,2,13,0,2,1
Sevilla,2007,115491,5340,59878,1930,30517,2050,12023,622,5863,382,3939,232,2236,64,586,55,274,4,132,-6,29,4,13,2,1,1
Sevilla,2006,110151,5304,57948,2551,28467,1234,11401,767,5481,366,3707,193,2172,141,531,7,270,39,138,2,25,6,11,-2,0,0
Sevilla,2005,104847,4538,55397,2056,27233,1400,10634,388,5115,265,3514,164,2031,177,524,41,231,23,136,24,19,1,13,-1,0,0
Sevilla,2004,100309,6586,53341,2843,25833,2067,10246,878,4850,360,3350,248,1854,147,483,12,208,13,112,15,18,3,14,1,0,-1
Sevilla,2003,93723,4356,50498,1613,23766,1487,9368,656,4490,250,3102,176,1707,119,471,26,195,10,97,18,15,-4,13,4,1,1
Sevilla,2002,89367,1523,48885,-149,22279,896,8712,311,4240,193,2926,125,1588,117,445,14,185,14,79,-6,19,10,9,-2,0,0
Sevilla,2001,87844,246,49034,-1805,21383,809,8401,499,4047,548,2801,182,1471,-39,431,24,171,19,85,7,9,2,11,1,0,-1
Sevilla,2000,87598,1445,50839,124,20574,305,7902,295,3499,226,2619,222,1510,218,407,49,152,7,78,-1,7,-1,10,0,1,1
Sevilla,1999,86153,NULL,50715,NULL,20269,NULL,7607,NULL,3273,NULL,2397,NULL,1292,NULL,358,NULL,145,NULL,79,NULL,8,NULL,10,NULL,0,NULL
Soria,2012,5907,42,3024,-55,1752,177,600,-71,246,5,174,-8,73,-7,18,-3,12,2,6,2,1,0,1,0,0,0
Soria,2011,5865,-20,3079,-17,1575,24,671,3,241,-17,182,-8,80,-3,21,-4,10,1,4,1,1,0,1,0,0,0
Soria,2010,5885,-156,3096,33,1551,-189,668,8,258,3,190,3,83,-15,25,2,9,0,3,-1,1,0,1,0,0,0
Soria,2009,6041,-46,3063,16,1740,-57,660,5,255,7,187,-13,98,0,23,-2,9,-1,4,-1,1,0,1,0,0,0
Soria,2008,6087,79,3047,-2,1797,42,655,24,248,-11,200,24,98,-2,25,2,10,2,5,-1,1,1,1,0,0,0
Soria,2007,6008,108,3049,68,1755,39,631,4,259,-5,176,1,100,0,23,1,8,-2,6,2,0,0,1,0,0,0
Soria,2006,5900,75,2981,42,1716,-4,627,17,264,16,175,-2,100,0,22,3,10,4,4,-1,0,0,1,0,0,0
Soria,2005,5825,124,2939,70,1720,42,610,8,248,9,177,-3,100,-4,19,3,6,-2,5,1,0,0,1,0,0,0
Soria,2004,5701,106,2869,-72,1678,122,602,36,239,-8,180,19,104,5,16,1,8,2,4,0,0,0,1,1,0,0
Soria,2003,5595,95,2941,-4,1556,58,566,29,247,12,161,-5,99,3,15,-1,6,1,4,2,0,0,0,0,0,0
Soria,2002,5500,98,2945,-40,1498,94,537,31,235,-6,166,14,96,3,16,2,5,0,2,0,0,0,0,0,0,0
Soria,2001,5402,-19,2985,-81,1404,7,506,23,241,47,152,-11,93,-6,14,3,5,-1,2,1,0,-1,0,0,0,0
Soria,2000,5421,77,3066,11,1397,22,483,22,194,10,163,3,99,11,11,1,6,-1,1,-1,1,-1,0,0,0,0
Soria,1999,5344,NULL,3055,NULL,1375,NULL,461,NULL,184,NULL,160,NULL,88,NULL,10,NULL,7,NULL,2,NULL,2,NULL,0,NULL,0,NULL
Tarragona,2012,53253,-1281,28647,-735,15417,471,5000,-672,2116,-119,1143,-119,611,-76,179,-13,81,-16,40,-1,12,0,7,-1,0,0
Tarragona,2011,54534,-1380,29382,-2,14946,-1092,5672,-38,2235,-104,1262,-78,687,-50,192,7,97,-24,41,-2,12,1,8,2,0,0
Tarragona,2010,55914,-1001,29384,530,16038,-630,5710,-237,2339,-254,1340,-284,737,-96,185,-23,121,-7,43,3,11,-2,6,-1,0,0
Tarragona,2009,56915,-2058,28854,81,16668,-949,5947,-491,2593,-293,1624,-217,833,-150,208,-32,128,3,40,-11,13,0,7,1,0,0
Tarragona,2008,58973,2174,28773,1206,17617,765,6438,109,2886,21,1841,58,983,3,240,2,125,9,51,-2,13,3,6,0,0,0
Tarragona,2007,56799,3994,27567,2302,16852,1212,6329,222,2865,130,1783,61,980,39,238,22,116,0,53,4,10,1,6,1,0,0
Tarragona,2006,52805,1646,25265,278,15640,658,6107,354,2735,233,1722,60,941,43,216,1,116,17,49,1,9,1,5,0,0,0
Tarragona,2005,51159,1525,24987,1285,14982,216,5753,34,2502,-91,1662,-8,898,55,215,15,99,16,48,4,8,-1,5,0,0,0
Tarragona,2004,49634,3857,23702,1654,14766,1205,5719,583,2593,200,1670,170,843,32,200,7,83,7,44,-4,9,2,5,1,0,0
Tarragona,2003,45777,1169,22048,352,13561,502,5136,121,2393,164,1500,32,811,-7,193,3,76,-4,48,6,7,3,4,-3,0,0
Tarragona,2002,44608,1058,21696,-132,13059,541,5015,345,2229,111,1468,94,818,70,190,20,80,5,42,1,4,0,7,3,0,0
Tarragona,2001,43550,1131,21828,-81,12518,618,4670,268,2118,300,1374,35,748,-31,170,9,75,8,41,5,4,0,4,1,0,-1
Tarragona,2000,42419,1235,21909,390,11900,298,4402,222,1818,107,1339,102,779,83,161,23,67,3,36,7,4,-1,3,1,1,0
Tarragona,1999,41184,NULL,21519,NULL,11602,NULL,4180,NULL,1711,NULL,1237,NULL,696,NULL,138,NULL,64,NULL,29,NULL,5,NULL,2,NULL,1,NULL
Teruel,2012,9212,-48,4558,-39,2911,162,989,-98,405,-35,215,-16,106,-17,17,-4,5,-1,5,0,1,0,0,0,0,0
Teruel,2011,9260,-128,4597,5,2749,-114,1087,-4,440,0,231,-8,123,-6,21,-1,6,-1,5,1,1,0,0,0,0,0
Teruel,2010,9388,-145,4592,-85,2863,31,1091,-7,440,-26,239,-31,129,-20,22,-2,7,-3,4,0,1,-1,0,-1,0,0
Teruel,2009,9533,-139,4677,15,2832,-103,1098,-16,466,6,270,-34,149,-2,24,-4,10,1,4,-2,2,-1,1,1,0,0
Teruel,2008,9672,170,4662,30,2935,50,1114,38,460,7,304,33,151,7,28,3,9,0,6,2,3,0,0,0,0,0
Teruel,2007,9502,403,4632,112,2885,206,1076,35,453,26,271,11,144,15,25,-2,9,2,4,-2,3,0,0,0,0,0
Teruel,2006,9099,295,4520,123,2679,55,1041,68,427,17,260,28,129,-1,27,7,7,1,6,-4,3,1,0,0,0,0
Teruel,2005,8804,99,4397,25,2624,-16,973,54,410,14,232,-2,130,21,20,3,6,-4,10,6,2,-2,0,0,0,0
Teruel,2004,8705,448,4372,156,2640,206,919,24,396,37,234,10,109,14,17,4,10,0,4,-4,4,1,0,0,0,0
Teruel,2003,8257,240,4216,58,2434,129,895,29,359,19,224,-6,95,5,13,-2,10,1,8,4,3,3,0,0,0,0
Teruel,2002,8017,89,4158,-17,2305,35,866,38,340,6,230,33,90,-1,15,-2,9,2,4,-5,0,0,0,0,0,0
Teruel,2001,7928,1,4175,-91,2270,42,828,20,334,45,197,-12,91,-7,17,-1,7,0,9,5,0,0,0,0,0,0
Teruel,2000,7927,128,4266,4,2228,59,808,46,289,14,209,5,98,1,18,0,7,0,4,-1,0,0,0,0,0,0
Teruel,1999,7799,NULL,4262,NULL,2169,NULL,762,NULL,275,NULL,204,NULL,97,NULL,18,NULL,7,NULL,5,NULL,0,NULL,0,NULL,0,NULL
Toledo,2012,43717,-1137,23224,-178,12812,193,4118,-715,1745,-204,1072,-126,559,-90,122,-3,46,-12,17,-2,2,0,0,0,0,0
Toledo,2011,44854,-369,23402,407,12619,-522,4833,-8,1949,-90,1198,-104,649,-30,125,-12,58,-10,19,0,2,0,0,0,0,0
Toledo,2010,45223,-1576,22995,-259,13141,-468,4841,-271,2039,-189,1302,-241,679,-138,137,-13,68,11,19,-7,2,-1,0,0,0,0
Toledo,2009,46799,-1703,23254,-284,13609,-666,5112,-210,2228,-193,1543,-164,817,-125,150,-47,57,0,26,-13,3,-1,0,0,0,0
Toledo,2008,48502,2160,23538,680,14275,913,5322,244,2421,151,1707,94,942,50,197,25,57,-4,39,8,4,-1,0,0,0,0
Toledo,2007,46342,3553,22858,1693,13362,1294,5078,262,2270,102,1613,138,892,51,172,14,61,-3,31,2,5,1,0,-1,0,0
Toledo,2006,42789,2373,21165,633,12068,813,4816,481,2168,267,1475,80,841,72,158,7,64,17,29,1,4,1,1,1,0,0
Toledo,2005,40416,1959,20532,775,11255,667,4335,265,1901,118,1395,51,769,69,151,9,47,6,28,-1,3,0,0,0,0,0
Toledo,2004,38457,2456,19757,1094,10588,831,4070,340,1783,79,1344,81,700,23,142,12,41,-4,29,1,3,-1,0,0,0,0
Toledo,2003,36001,4218,18663,2472,9757,1243,3730,322,1704,59,1263,77,677,25,130,5,45,6,28,7,4,2,0,0,0,0
Toledo,2002,31783,-1375,16191,-1497,8514,-6,3408,17,1645,44,1186,36,652,28,125,7,39,-2,21,-1,2,-1,0,0,0,0
Toledo,2001,33158,365,17688,-406,8520,333,3391,256,1601,201,1150,-4,624,-27,118,-1,41,13,22,1,3,-1,0,0,0,0
Toledo,2000,32793,801,18094,169,8187,239,3135,164,1400,86,1154,94,651,23,119,17,28,3,21,4,4,2,0,0,0,0
Toledo,1999,31992,NULL,17925,NULL,7948,NULL,2971,NULL,1314,NULL,1060,NULL,628,NULL,102,NULL,25,NULL,17,NULL,2,NULL,0,NULL,0,NULL
"Total Nacional",2012,3199617,-50959,1764987,-30334,867550,19598,288896,-24512,131944,-6096,79113,-5721,43070,-3090,12700,-579,6434,-151,3214,-74,935,12,669,-10,105,-2
"Total Nacional",2011,3250576,-40687,1795321,21316,847952,-45053,313408,-4747,138040,-4976,84834,-3562,46160,-2605,13279,-466,6585,-513,3288,-86,923,-29,679,28,107,6
"Total Nacional",2010,3291263,-64567,1774005,6535,893005,-26087,318155,-14516,143016,-8217,88396,-13205,48765,-6876,13745,-1330,7098,-574,3374,-204,952,-56,651,-27,101,-10
"Total Nacional",2009,3355830,-66409,1767470,13096,919092,-39619,332671,-13177,151233,-9227,101601,-8768,55641,-6068,15075,-1167,7672,-389,3578,-933,1008,-109,678,-47,111,-1
"Total Nacional",2008,3422239,85582,1754374,48234,958711,26185,345848,5210,160460,2301,110369,1503,61709,971,16242,505,8061,281,4511,293,1117,45,725,41,112,13
"Total Nacional",2007,3336657,162264,1706140,89257,932526,50778,340638,11818,158159,3524,108866,3396,60738,2013,15737,650,7780,413,4218,310,1072,73,684,26,99,6
"Total Nacional",2006,3174393,110264,1616883,42717,881748,31381,328820,18033,154635,9192,105470,5259,58725,2465,15087,693,7367,364,3908,91,999,32,658,28,93,9
"Total Nacional",2005,3064129,121546,1574166,73770,850367,32218,310787,7004,145443,2026,100211,1966,56260,2993,14394,924,7003,353,3817,227,967,22,630,38,84,5
"Total Nacional",2004,2942583,129424,1500396,40458,818149,57634,303783,18132,143417,6738,98245,4422,53267,1648,13470,-16,6650,248,3590,50,945,67,592,42,79,1
"Total Nacional",2003,2813159,102759,1459938,34606,760515,43601,285651,13887,136679,5013,93823,3983,51619,1024,13486,18,6402,212,3540,264,878,63,550,84,78,4
"Total Nacional",2002,2710400,65083,1425332,16540,716914,23950,271764,12000,131666,5616,89840,3532,50595,2390,13468,515,6190,323,3276,96,815,71,466,48,74,2
"Total Nacional",2001,2645317,49925,1408792,-8429,692964,26910,259764,13104,126050,17516,86308,1049,48205,-1650,12953,591,5867,494,3180,270,744,47,418,22,72,1
"Total Nacional",2000,2595392,76591,1417221,29105,666054,17283,246660,11529,108534,6817,85259,5836,49855,4216,12362,1014,5373,547,2910,170,697,34,396,34,71,6
"Total Nacional",1999,2518801,NULL,1388116,NULL,648771,NULL,235131,NULL,101717,NULL,79423,NULL,45639,NULL,11348,NULL,4826,NULL,2740,NULL,663,NULL,362,NULL,65,NULL
Valencia,2012,173008,-4010,93865,-1640,48702,711,15560,-1853,6980,-462,4306,-443,2292,-252,699,-57,346,-11,179,-7,41,5,34,-1,4,0
Valencia,2011,177018,-1737,95505,1968,47991,-2228,17413,-496,7442,-386,4749,-324,2544,-179,756,-25,357,-69,186,8,36,-10,35,5,4,-1
Valencia,2010,178755,-5728,93537,-128,50219,-2005,17909,-1129,7828,-748,5073,-1036,2723,-486,781,-126,426,-58,178,-7,46,-6,30,1,5,0
Valencia,2009,184483,-5448,93665,-342,52224,-2075,19038,-1080,8576,-687,6109,-611,3209,-497,907,-102,484,17,185,-71,52,-2,29,1,5,1
Valencia,2008,189931,3966,94007,1835,54299,1563,20118,377,9263,0,6720,83,3706,40,1009,35,467,22,256,8,54,5,28,-3,4,1
Valencia,2007,185965,10038,92172,5362,52736,3103,19741,781,9263,474,6637,233,3666,31,974,18,445,-3,248,37,49,-1,31,4,3,-1
Valencia,2006,175927,7791,86810,2862,49633,2802,18960,1246,8789,407,6404,263,3635,127,956,53,448,39,211,-2,50,-5,27,-2,4,1
Valencia,2005,168136,3988,83948,1479,46831,1615,17714,498,8382,123,6141,65,3508,127,903,41,409,18,213,9,55,7,29,5,3,1
Valencia,2004,164148,10714,82469,5296,45216,3447,17216,1073,8259,449,6076,232,3381,125,862,21,391,41,204,19,48,5,24,7,2,-1
Valencia,2003,153434,5086,77173,1509,41769,2473,16143,709,7810,194,5844,180,3256,5,841,7,350,-24,185,23,43,8,17,4,3,-2
Valencia,2002,148348,1656,75664,-500,39296,964,15434,460,7616,418,5664,207,3251,74,834,0,374,20,162,0,35,11,13,0,5,2
Valencia,2001,146692,1226,76164,-1778,38332,1329,14974,751,7198,911,5457,-33,3177,-17,834,25,354,37,162,7,24,-8,13,3,3,-1
Valencia,2000,145466,2983,77942,1288,37003,291,14223,389,6287,343,5490,279,3194,261,809,63,317,53,155,14,32,4,10,-3,4,1
Valencia,1999,142483,NULL,76654,NULL,36712,NULL,13834,NULL,5944,NULL,5211,NULL,2933,NULL,746,NULL,264,NULL,141,NULL,28,NULL,13,NULL,3,NULL
Valladolid,2012,34309,-548,18384,-343,9690,284,3186,-350,1437,-56,890,-46,472,-32,133,-6,69,4,29,-5,10,2,8,0,1,0
Valladolid,2011,34857,-397,18727,43,9406,-333,3536,51,1493,-75,936,-46,504,-29,139,-4,65,-2,34,-4,8,3,8,0,1,-1
Valladolid,2010,35254,-225,18684,392,9739,-225,3485,-146,1568,-68,982,-81,533,-76,143,-13,67,-11,38,5,5,-4,8,2,2,0
Valladolid,2009,35479,-574,18292,-154,9964,-164,3631,-38,1636,-75,1063,-69,609,-63,156,-6,78,-12,33,6,9,2,6,-2,2,1
Valladolid,2008,36053,880,18446,309,10128,304,3669,157,1711,58,1132,20,672,22,162,9,90,6,27,-6,7,2,8,-1,1,0
Valladolid,2007,35173,1679,18137,1023,9824,383,3512,134,1653,64,1112,55,650,25,153,-16,84,9,33,2,5,-1,9,1,1,0
Valladolid,2006,33494,1482,17114,722,9441,446,3378,118,1589,90,1057,46,625,34,169,15,75,10,31,0,6,0,8,1,1,0
Valladolid,2005,32012,860,16392,359,8995,293,3260,109,1499,52,1011,-4,591,36,154,9,65,6,31,-2,6,1,7,1,1,0
Valladolid,2004,31152,900,16033,20,8702,662,3151,114,1447,30,1015,44,555,43,145,-16,59,8,33,-5,5,-1,6,2,1,-1
Valladolid,2003,30252,926,16013,183,8040,520,3037,161,1417,26,971,34,512,-20,161,10,51,4,38,10,6,-2,4,1,2,-1
Valladolid,2002,29326,-91,15830,-485,7520,204,2876,72,1391,68,937,21,532,23,151,4,47,-3,28,2,8,3,3,0,3,0
Valladolid,2001,29417,103,16315,-387,7316,182,2804,166,1323,131,916,0,509,-23,147,29,50,2,26,3,5,-1,3,1,3,0
Valladolid,2000,29314,1343,16702,767,7134,175,2638,170,1192,103,916,92,532,27,118,4,48,-1,23,5,6,1,2,0,3,0
Valladolid,1999,27971,NULL,15935,NULL,6959,NULL,2468,NULL,1089,NULL,824,NULL,505,NULL,114,NULL,49,NULL,18,NULL,5,NULL,2,NULL,3,NULL
Zamora,2012,11977,-31,6632,-23,3454,200,1102,-142,423,-38,215,-22,105,-1,25,-6,16,0,3,0,1,1,1,0,0,0
Zamora,2011,12008,-90,6655,141,3254,-248,1244,21,461,25,237,-27,106,-7,31,6,16,0,3,-1,0,0,1,0,0,0
Zamora,2010,12098,-280,6514,-112,3502,-23,1223,-34,436,-46,264,-42,113,-21,25,0,16,-2,4,0,0,0,1,0,0,0
Zamora,2009,12378,-194,6626,-19,3525,-92,1257,-7,482,-45,306,-3,134,-18,25,-7,18,-3,4,0,0,0,1,0,0,0
Zamora,2008,12572,86,6645,-41,3617,66,1264,-2,527,42,309,2,152,18,32,0,21,1,4,0,0,0,1,0,0,0
Zamora,2007,12486,372,6686,215,3551,43,1266,68,485,2,307,32,134,4,32,6,20,0,4,2,0,0,1,0,0,0
Zamora,2006,12114,199,6471,3,3508,81,1198,53,483,41,275,14,130,2,26,3,20,4,2,-2,0,0,1,0,0,0
Zamora,2005,11915,144,6468,130,3427,7,1145,7,442,-1,261,-15,128,16,23,-2,16,0,4,2,0,0,1,0,0,0
Zamora,2004,11771,252,6338,19,3420,82,1138,73,443,46,276,33,112,-9,25,3,16,5,2,1,0,-1,1,0,0,0
Zamora,2003,11519,161,6319,-64,3338,192,1065,51,397,-27,243,6,121,3,22,-4,11,3,1,-1,1,1,1,1,0,0
Zamora,2002,11358,-89,6383,-205,3146,38,1014,12,424,47,237,15,118,2,26,5,8,-3,2,0,0,0,0,0,0,0
Zamora,2001,11447,121,6588,-55,3108,115,1002,39,377,18,222,-5,116,1,21,5,11,2,2,1,0,0,0,0,0,0
Zamora,2000,11326,212,6643,-17,2993,112,963,75,359,7,227,17,115,15,16,-2,9,4,1,1,0,0,0,0,0,0
Zamora,1999,11114,NULL,6660,NULL,2881,NULL,888,NULL,352,NULL,210,NULL,100,NULL,18,NULL,5,NULL,0,NULL,0,NULL,0,NULL,0,NULL
Zaragoza,2012,63753,-1465,34630,-1132,16984,599,5930,-595,2874,-63,1798,-177,992,-65,321,-24,125,-18,61,8,25,0,12,3,1,-1
Zaragoza,2011,65218,-1049,35762,884,16385,-1469,6525,-95,2937,-144,1975,-123,1057,-85,345,1,143,-13,53,-9,25,5,9,-1,2,0
Zaragoza,2010,66267,-646,34878,225,17854,-241,6620,-160,3081,-82,2098,-201,1142,-134,344,-24,156,-6,62,-16,20,-2,10,-4,2,-1
Zaragoza,2009,66913,-1237,34653,342,18095,-881,6780,-298,3163,-133,2299,-91,1276,-133,368,-17,162,-12,78,-19,22,7,14,-1,3,-1
Zaragoza,2008,68150,2184,34311,1193,18976,586,7078,121,3296,118,2390,59,1409,43,385,43,174,20,97,1,15,-3,15,2,4,1
Zaragoza,2007,65966,3149,33118,1492,18390,1107,6957,311,3178,40,2331,67,1366,94,342,19,154,11,96,10,18,0,13,-2,3,0
Zaragoza,2006,62817,-2994,31626,-2613,17283,-705,6646,88,3138,105,2264,64,1272,60,323,1,143,7,86,1,18,-1,15,-1,3,0
Zaragoza,2005,65811,3780,34239,2471,17988,915,6558,128,3033,77,2200,90,1212,70,322,23,136,6,85,3,19,-3,16,0,3,0
Zaragoza,2004,62031,1821,31768,410,17073,1058,6430,280,2956,21,2110,41,1142,-4,299,13,130,-12,82,10,22,2,16,2,3,0
Zaragoza,2003,60210,583,31358,-354,16015,516,6150,261,2935,97,2069,77,1146,-12,286,-8,142,7,72,-6,20,1,14,2,3,2
Zaragoza,2002,59627,544,31712,-542,15499,533,5889,271,2838,154,1992,22,1158,74,294,11,135,13,78,8,19,-1,12,1,1,0
